index,age,male,marr,currmarr,children,educ,postgrad,empl,hours,inc,tran,bwnorm
10755,41,1,1,1,3,14,0,1,2450,38650,0,0
10756,43,0,1,3,1,12,0,1,1840,26000,0,0
10757,39,0,1,1,3,12,0,1,1500,15000,0,0
10776,62,1,2,4,0,0,1,1,2380,50000,0,0
10777,51,0,1,1,0,13,0,1,2430,37000,0,0
10795,38,1,1,1,3,14,0,1,2838,58000,0,0
10801,48,1,2,4,2,14,0,1,2750,58200,0,0
10822,52,1,1,4,3,0,1,1,2850,57200,0,0
10823,47,0,1,4,3,13,0,1,1275,6200,0,0
10835,47,0,2,3,3,12,0,1,2048,6000,0,0
10849,44,0,2,1,1,12,0,1,2056,11000,0,0
10903,74,1,2,1,4,6,0,4,,400,5664,0
10905,38,1,3,1,2,14,0,1,2040,60000,0,0
10912,37,0,3,1,2,14,0,1,2295,20237,0,0
10967,40,1,1,1,3,12,0,1,2220,23536,0,0
10971,40,0,1,1,3,14,0,1,1344,5385,0,0
10976,61,1,2,1,7,10,0,4,,4240,25104,0
10978,36,0,1,4,0,12,0,1,1920,50000,0,1
10981,29,1,2,1,1,14,0,1,2500,56000,0,1
11012,77,1,1,1,4,12,0,4,,10000,10800,0
11016,43,1,2,1,1,15,0,1,2723,29897,0,1
11018,38,1,2,1,0,12,0,1,2600,41200,0,0
11030,87,0,1,3,2,12,0,4,,6600,6012,0
11033,72,1,1,1,3,16,0,4,,1000,28776,0
11044,78,0,1,4,2,8,0,4,,800,4440,0
11045,51,0,0,2,0,12,0,1,2540,12150,0,0
11072,43,1,2,4,2,12,0,1,2160,32640,756,0
11100,30,1,3,1,5,12,0,1,1920,12542,0,0
11126,43,1,1,1,0,13,0,1,2028,28040,0,0
11214,41,1,2,1,3,13,0,1,2480,23000,0,0
11229,43,1,2,1,2,16,0,1,4196,73000,0,0
11230,41,0,3,1,0,13,0,6,2904,26900,0,0
11239,39,0,1,3,2,12,0,1,1880,48000,0,0
11261,74,0,1,4,4,14,0,4,,9147,13307,0
11267,29,0,1,1,2,10,0,1,2220,35000,0,1
11281,29,1,1,1,2,11,0,1,2220,40000,0,0
11304,61,1,1,1,1,12,0,1,2340,7500,0,0
11305,58,0,1,3,1,12,0,1,2205,30000,0,0
11319,79,1,1,3,0,5,0,4,,4680,5856,0
11321,73,1,1,1,4,8,0,4,,2000,13500,0
11323,41,0,1,1,3,12,0,1,1823,20000,0,1
11324,37,1,1,1,2,12,0,1,1837,23000,0,1
11337,34,0,1,1,2,12,0,1,1696,17000,0,0
11366,57,1,1,1,0,16,0,1,1888,42800,0,0
11371,32,1,1,1,1,12,0,1,1804,42100,0,1
11375,34,0,1,1,1,12,0,1,1468,18500,0,0
11391,61,1,1,1,5,12,0,4,1474,62000,99999,0
11393,38,1,1,1,2,16,0,1,4980,111000,0,1
11410,42,1,1,1,4,16,0,1,2640,3000,0,0
11412,38,1,1,1,2,0,1,1,2695,72100,0,0
11417,69,0,1,3,2,16,0,4,,4000,11880,0
11420,43,0,2,1,3,15,0,1,2040,19000,3000,0
11421,44,1,1,1,3,0,1,1,1880,53500,0,1
11447,45,1,2,1,1,14,0,1,1705,50000,0,0
11492,53,1,1,1,3,12,0,1,2060,48200,804,0
11493,50,0,1,1,3,12,0,1,1523,23000,0,0
11494,31,1,2,5,2,16,0,1,1546,31450,0,1
11542,56,0,2,1,3,12,0,1,1278,5000,0,0
11556,56,1,1,1,0,13,0,1,3790,136000,0,0
11557,35,1,1,1,3,12,0,1,4115,64750,0,0
11562,63,1,1,1,7,12,0,1,2250,16500,0,0
11564,39,1,1,1,3,16,0,1,1384,31150,0,1
11565,38,0,1,1,2,0,1,1,1056,16600,0,1
11566,37,1,1,1,3,16,0,1,1720,25000,0,1
11567,35,1,1,1,3,15,0,1,2288,35213,0,1
11569,28,1,0,2,0,16,0,1,1432,21000,0,1
11594,38,1,1,1,2,16,0,1,3268,16600,0,0
11595,36,0,1,1,3,14,0,1,1908,5812,0,0
11597,35,0,1,1,3,16,0,2,1760,26000,0,0
11609,32,1,1,1,2,12,0,1,2750,32000,0,1
11617,58,1,2,1,4,10,0,1,3269,51900,0,0
11628,60,0,3,3,3,6,0,1,1750,12462,0,0
11629,35,1,2,1,4,10,0,1,1704,8000,1090,1
11648,36,1,2,1,1,12,0,1,1120,2476,3600,1
11650,34,0,1,1,3,12,0,1,2004,13000,0,1
11669,37,1,2,1,3,12,0,1,2012,23100,0,0
11724,47,1,1,3,5,8,0,1,2300,12000,0,0
11793,61,1,3,3,1,13,0,1,2256,37800,0,0
11794,62,0,2,4,2,13,0,4,,5000,6077,0
11811,77,1,1,1,3,0,1,4,,8500,13108,0
11825,41,0,2,4,1,12,0,1,2024,18050,17,0
11834,75,1,1,1,0,12,0,4,1680,52170,32560,0
11839,43,0,1,4,2,12,0,1,2205,999999,0,0
11859,43,1,0,2,0,16,0,1,2621,21250,0,1
11866,42,1,1,1,2,0,1,1,2876,52453,0,0
11881,66,1,1,1,2,11,0,4,,6000,18552,0
11884,37,1,2,1,2,14,0,1,2500,44000,0,1
11913,71,1,1,3,7,12,0,4,,10000,20500,0
11915,48,1,1,4,4,16,0,1,2475,91000,0,1
11916,43,0,1,1,2,16,0,1,2000,34000,0,1
11917,40,1,2,1,5,12,0,1,2384,66206,0,1
11945,34,0,1,1,2,15,0,1,675,19000,0,0
11947,43,1,1,1,2,12,0,1,2350,42800,0,0
12002,69,1,1,1,1,11,0,4,750,9000,8376,0
12004,35,0,2,1,1,12,0,1,1554,26000,0,0
12008,40,1,1,1,0,12,0,1,1320,19000,0,0
12010,56,1,1,1,5,12,0,1,2500,34000,0,0
12011,50,0,1,1,5,8,0,1,1000,11000,0,0
12012,32,0,1,1,2,12,0,1,1224,12000,0,1
12013,31,0,1,1,2,12,0,1,1275,13660,0,1
12014,30,0,1,1,2,12,0,1,1640,11000,0,1
12025,37,1,1,1,2,12,0,1,2345,36340,2520,0
12036,59,1,2,5,0,0,1,1,2200,15200,10000,0
12037,57,0,1,1,0,16,0,1,360,1760,0,0
12049,65,1,0,2,0,8,0,4,,6500,13100,0
12056,84,1,1,3,10,11,0,4,,50,9900,0
12059,61,1,1,1,6,10,0,1,2290,38700,2400,0
12061,39,0,2,1,1,12,0,1,2065,18300,0,1
12062,37,0,1,1,1,12,0,1,1960,28000,0,0
12063,36,1,1,1,2,13,0,1,2640,48000,0,0
12064,30,0,1,1,1,13,0,1,1359,11000,0,1
12075,41,1,2,1,1,13,0,1,2450,65000,0,0
12076,45,1,2,1,0,14,0,1,2300,47000,0,0
12106,43,1,1,1,2,0,1,1,2350,80000,0,0
12110,64,1,1,1,1,10,0,4,910,18800,5088,0
12111,65,0,1,3,1,12,0,1,700,5000,5217,0
12123,61,0,1,1,2,12,0,1,996,9000,0,0
12125,34,1,1,4,1,14,0,1,1775,25050,1400,1
12135,58,1,1,1,3,12,0,1,2000,32925,0,0
12136,58,0,1,3,3,12,0,1,2140,35000,0,1
12148,51,0,2,4,3,13,0,1,1659,31800,0,0
12150,29,0,1,1,3,16,0,1,2074,48000,0,1
12184,36,1,0,2,0,12,0,1,1872,7000,0,0
12203,75,1,2,1,0,12,0,1,416,8000,6000,0
12206,50,1,1,1,2,15,0,1,3120,7500,0,0
12207,47,0,1,1,2,0,1,1,2346,27500,0,0
12208,30,1,1,4,0,12,0,1,3120,630,0,1
12218,61,1,1,1,3,12,0,1,3434,26400,0,0
12219,59,0,1,1,3,12,0,1,1800,8500,600,0
12241,49,0,5,1,6,12,0,1,2580,15000,0,0
12305,57,0,0,2,0,12,0,1,2080,18000,0,1
12306,41,1,2,4,2,0,1,1,1664,30100,0,0
12316,74,1,4,1,3,12,0,4,156,3600,30528,0
12317,40,1,1,1,1,16,0,1,2040,43900,0,0
12318,40,1,2,5,4,15,0,1,2805,36000,0,0
12319,42,1,1,1,2,15,0,1,2000,48000,0,0
12354,79,1,1,1,2,0,1,4,2242,11470,1500,0
12356,44,1,1,1,5,0,1,1,2530,70000,0,1
12369,49,1,1,1,3,0,1,1,3094,105000,0,0
12390,34,0,2,3,3,12,0,1,1678,12000,0,0
12418,76,1,1,3,1,12,0,4,,2258,9413,0
12420,43,1,1,4,0,13,0,1,1904,14032,0,0
12427,72,1,2,1,3,8,0,1,2180,23500,5496,0
12430,38,1,2,1,5,13,0,1,3028,25051,0,1
12436,33,0,1,4,2,16,0,1,637,8730,0,0
12443,57,1,1,1,0,12,0,3,2580,18070,0,0
12448,90,0,1,3,0,8,0,4,,1440,6960,0
12451,42,1,1,1,5,12,0,1,1460,27000,0,1
12465,53,1,2,1,4,12,0,1,2280,62600,0,0
12467,34,1,1,1,3,16,0,1,2673,91200,0,1
12468,32,1,2,1,2,16,0,1,2750,43200,0,1
12485,35,0,1,1,3,16,0,6,104,840,0,0
12515,44,1,3,1,1,14,0,1,1960,158300,0,0
12537,65,1,1,1,1,12,0,4,,7500,18000,0
12539,34,1,2,1,1,12,0,2,1840,30750,5500,1
12550,43,1,2,1,2,16,0,1,2147,42000,0,0
12562,70,0,2,3,3,16,0,1,143,430,18744,0
12582,63,1,1,1,3,0,1,1,995,7100,26700,0
12583,60,0,2,1,3,16,0,1,3081,16500,0,0
12604,63,0,1,3,9,14,0,3,750,5250,10620,0
12605,39,0,0,2,0,12,0,1,1090,19120,0,1
12606,38,1,3,1,3,12,0,1,2860,28040,0,1
12608,33,1,1,4,0,12,0,1,2064,25300,1600,1
12609,31,1,0,2,0,12,0,1,1935,22700,1600,1
12646,54,1,1,1,2,0,1,1,3036,39000,0,0
12647,49,0,1,1,2,13,0,1,1020,6100,0,0
12660,76,1,2,3,3,7,0,4,,3600,4908,0
12663,28,0,2,1,2,12,0,1,776,8000,0,1
12679,44,1,1,1,2,12,0,1,2040,30000,0,1
12686,61,1,1,1,1,12,0,4,,2500,0,0
12687,53,0,1,3,1,12,0,1,1960,20500,0,0
12691,35,1,1,4,4,14,0,1,2500,18000,0,0
12712,44,1,2,1,1,13,0,1,1968,24181,0,0
12722,42,0,1,1,2,13,0,1,1960,18515,0,0
12725,32,1,1,1,1,14,0,1,2888,66500,0,0
12733,41,1,1,1,2,0,1,1,1939,33200,0,0
12736,43,0,1,1,2,16,0,1,1523,27000,0,0
12742,42,0,2,1,4,0,1,2,1351,37500,0,0
12747,40,1,1,1,4,16,0,1,1807,8700,0,0
12751,63,1,1,3,4,0,1,4,1520,27000,0,0
12752,67,0,1,1,4,12,0,4,269,6000,1952,0
12753,40,0,1,1,0,0,1,1,1875,33000,0,1
12783,69,0,2,3,3,13,0,1,968,10100,7000,0
12784,44,1,1,1,2,0,1,1,3120,26000,0,1
12785,41,1,2,1,3,16,0,1,2353,25000,20000,1
12786,36,1,1,1,2,16,0,1,2052,44848,0,1
12800,68,1,1,1,3,4,0,4,,3000,17640,0
12802,43,1,1,3,2,0,1,1,2590,47000,0,1
12815,42,1,1,1,3,14,0,1,2016,53000,0,0
12816,36,1,1,4,2,13,0,1,2184,35840,0,0
12825,82,0,1,3,0,12,0,4,,5000,12300,0
12826,54,1,1,1,3,16,0,1,2480,84000,0,0
12827,49,0,1,1,3,0,1,1,1830,56000,0,0
12843,34,0,2,1,2,0,1,1,2024,50000,0,0
12853,60,1,1,1,3,12,0,1,2374,73000,0,0
12863,37,1,1,1,2,16,0,1,1380,60000,0,0
12870,47,1,1,1,2,16,0,1,3000,400000,0,0
12871,47,0,1,1,2,12,0,1,2000,18000,0,0
12891,40,1,1,1,2,13,0,1,1880,42000,0,0
12901,42,1,3,1,3,15,0,1,2450,38000,600,0
12912,43,1,1,1,2,16,0,1,2490,75800,0,0
12921,39,0,0,2,0,16,0,1,1712,27200,0,1
12923,45,0,2,4,3,12,0,1,1559,17000,0,0
12931,53,1,2,1,4,12,0,1,2760,43750,0,0
12945,62,0,1,1,1,12,0,1,2016,7492,2504,0
12963,66,0,2,1,2,8,0,4,1560,3000,3948,0
12971,61,1,1,1,4,0,1,1,3072,45000,0,0
12972,58,0,1,3,4,0,1,1,1456,18000,0,0
12973,32,1,2,1,3,12,0,1,3527,28400,0,1
13004,32,0,3,1,1,12,0,1,1952,22000,1440,0
13012,41,1,1,1,3,16,0,1,1986,40100,0,0
13038,63,0,2,1,3,13,0,4,907,24600,21900,0
13039,39,1,2,3,3,0,1,1,1404,40000,0,1
13041,41,0,2,1,2,0,1,1,1928,36000,8200,1
13053,38,1,1,1,3,16,0,1,2600,61000,0,0
13055,38,0,1,4,3,0,1,1,1072,13500,0,0
13070,36,1,2,1,1,14,0,1,2117,26800,0,1
13072,30,1,2,4,3,13,0,1,1832,18800,280,1
13095,52,1,1,1,2,14,0,1,2000,66000,0,0
13096,48,0,1,1,2,14,0,3,1147,7000,4000,0
13112,34,1,1,1,1,10,0,1,2354,13000,0,0
13117,61,1,1,1,2,10,0,1,1920,20000,0,0
13118,60,0,1,3,2,14,0,1,1848,32000,0,0
13119,34,1,0,2,0,14,0,1,2750,21000,0,1
13125,35,0,2,1,0,12,0,1,1920,20000,0,1
13126,31,1,3,1,1,12,0,1,3080,25000,0,1
13147,48,1,2,1,2,12,0,1,2500,27000,0,0
13148,50,0,2,1,2,16,0,1,1850,32000,0,0
13161,60,1,1,1,5,10,0,1,2632,54019,0,0
13162,59,0,1,1,5,13,0,6,1282,11375,0,0
13163,31,0,2,1,0,12,0,1,1960,19000,0,1
13164,28,0,1,1,3,12,0,1,619,8000,0,1
13197,74,1,3,3,0,0,1,4,,7000,18655,0
13201,52,0,0,2,0,0,1,1,1657,33000,0,0
13211,77,1,2,1,0,12,0,4,,5000,22556,0
13213,39,0,0,2,,13,0,3,3508,18500,1200,0
13214,38,1,3,1,1,14,0,1,1860,37400,0,0
13241,46,0,2,1,3,12,0,2,1560,13000,0,0
13242,28,1,2,1,2,12,0,1,5286,59500,0,0
13250,38,1,1,1,0,12,0,1,2036,33300,0,0
13273,46,1,1,1,3,16,0,1,2350,85100,0,0
13285,37,0,2,4,3,11,0,6,,8375,0,1
13286,36,0,1,4,3,13,0,1,1560,8000,0,1
13287,34,1,1,1,2,12,0,1,2420,45075,0,1
13289,32,1,1,4,3,12,0,1,2158,12786,1540,1
13290,30,1,1,1,3,12,0,1,2261,14263,0,1
13291,27,1,1,1,4,11,0,1,2080,15000,0,1
13349,37,1,1,4,3,13,0,1,3432,20000,500,0
13351,38,1,1,1,3,12,0,1,2500,27625,0,0
13385,63,1,1,1,5,16,0,4,80,33000,63900,0
13455,38,1,2,1,2,12,0,1,2570,27918,0,1
13467,54,1,1,1,4,12,0,1,1900,25767,0,0
13468,49,0,1,1,4,12,0,1,1480,18226,0,0
13471,30,1,2,4,2,12,0,1,2430,24000,0,1
13520,53,1,1,1,3,12,0,1,1944,28200,0,0
13521,51,0,1,1,3,12,0,1,1680,500,0,0
13525,40,0,2,1,4,12,0,1,1776,15000,2200,0
13552,65,1,2,1,4,0,1,4,,2000,21000,0
13553,64,0,1,4,4,16,0,4,,5200,18149,0
13554,39,0,1,1,2,16,0,1,1911,26850,0,1
13572,59,0,2,1,0,0,1,1,2208,48000,0,0
13573,40,1,1,1,2,13,0,1,2128,27620,0,0
13574,36,1,1,1,2,14,0,1,1864,27000,600,0
13583,63,1,1,1,4,13,0,1,2632,42183,0,0
13593,38,1,1,1,2,16,0,1,848,101500,0,0
13610,50,1,1,1,2,7,0,1,2008,11602,0,0
13640,49,1,1,1,4,12,0,1,2836,145000,0,0
13653,85,1,1,1,4,8,0,4,6,520,6792,0
13692,68,1,1,1,2,12,0,1,1372,13800,7320,0
13695,36,1,1,4,0,12,0,1,2855,26395,13,1
13719,35,1,1,5,3,12,0,1,1753,20300,0,0
13734,73,0,1,3,3,12,0,4,,10000,1660,0
13735,42,1,1,1,1,0,1,1,2380,88500,0,1
13736,39,0,1,1,3,0,1,1,716,6000,0,1
13744,41,1,1,1,3,0,1,1,2005,66500,5000,0
13752,43,1,1,1,1,16,0,1,2976,63500,0,0
13761,55,1,1,1,7,12,0,1,3576,16000,10000,0
13787,43,1,1,1,1,16,0,1,2376,27000,0,0
13788,42,0,1,1,1,0,1,1,1746,26000,0,0
13798,45,1,1,1,3,16,0,1,1750,52950,0,0
13810,77,1,1,1,2,12,0,4,1300,11700,8040,0
13825,42,0,1,4,2,14,0,1,2500,21000,3000,0
13855,58,0,1,4,2,8,0,1,1806,4680,0,0
13858,41,1,1,1,2,12,0,1,1360,18000,4800,1
13896,69,1,0,2,0,14,0,4,180,2306,19958,0
13899,63,1,1,1,3,16,0,4,,40000,19000,0
13930,58,0,2,3,7,12,0,1,1928,18000,0,0
13950,60,1,1,4,6,13,0,1,1164,5000,6000,0
13953,34,1,1,1,2,13,0,1,1470,22000,0,1
13997,65,1,1,1,2,12,0,4,,12000,20200,0
13999,43,1,3,1,1,0,1,1,2980,64000,0,1
14016,47,1,2,4,2,12,0,1,2389,24600,0,0
14033,65,0,1,4,0,10,0,4,,2400,9516,0
14043,41,1,2,1,2,12,0,1,2115,50200,0,0
14063,49,1,1,3,2,11,0,1,2068,23800,0,0
14091,34,0,1,1,2,14,0,1,1715,26000,0,0
14092,32,0,0,2,3,12,0,1,1962,21000,2880,1
14175,37,0,0,2,1,12,0,1,2000,16000,0,1
14184,54,1,1,1,3,11,0,1,2150,24472,0,0
14207,68,1,2,1,0,3,0,4,,7400,6000,0
14219,69,1,1,1,4,10,0,4,,4500,8340,0
14221,33,1,1,1,3,14,0,1,2555,46200,0,1
14223,41,1,1,1,2,16,0,1,2016,63400,0,1
14224,40,1,1,1,1,15,0,1,2880,55500,0,1
14255,42,1,1,3,0,12,0,1,1907,31002,0,0
14263,54,0,1,3,9,8,0,1,1989,9600,0,0
14319,66,1,1,4,2,16,0,4,480,8000,16100,0
14343,63,1,1,1,3,16,0,4,330,48009,11888,0
14344,57,0,1,1,3,16,0,1,137,4810,0,0
14353,47,0,1,4,2,10,0,2,1442,11400,0,0
14354,30,1,1,1,1,12,0,1,2172,35900,0,1
14364,42,1,2,1,3,16,0,1,2232,26000,0,0
14379,45,1,1,1,5,15,0,1,2350,29000,0,0
14406,64,1,1,4,3,16,0,4,,8000,11820,0
14408,38,0,0,2,0,0,1,7,1704,31084,0,1
14409,36,1,0,2,0,0,1,1,2562,31864,0,1
14419,63,1,1,1,2,0,1,4,392,45000,1200,0
14425,58,0,1,3,5,12,0,3,1828,22000,600,0
14426,31,0,1,4,3,14,0,6,1900,20500,5133,1
14429,39,0,2,1,4,16,0,1,1480,22000,0,1
14444,41,1,1,4,4,12,0,1,1920,35000,0,0
14467,69,0,0,2,0,0,1,4,,2500,8250,0
14487,65,1,1,1,5,12,0,4,630,14462,8869,0
14490,37,1,0,2,0,12,0,1,1529,20553,1225,1
14492,34,1,1,1,2,12,0,1,2241,25229,0,1
14513,38,0,1,4,1,12,0,1,2389,23000,2200,1
14514,42,1,1,1,0,14,0,1,2376,39988,0,1
14517,74,1,2,1,2,12,0,4,,4000,13968,0
14538,80,0,1,3,5,12,0,6,,600,5880,0
14540,42,1,1,1,3,0,1,1,2355,58000,0,0
14554,77,1,1,1,2,10,0,4,,7000,15698,0
14557,46,1,1,1,0,0,1,1,2400,74000,0,0
14558,67,1,1,1,2,12,0,4,,500,27000,0
14560,41,0,1,4,2,13,0,1,1987,28921,9972,1
14561,36,1,1,1,2,14,0,1,2000,25000,0,1
14574,52,1,3,1,3,14,0,1,2060,17210,0,0
14607,55,1,1,1,2,0,1,1,2724,100887,0,0
14608,56,0,1,1,2,14,0,1,1822,20000,0,0
14626,70,1,1,1,0,12,0,4,,4250,29000,0
14638,35,1,1,1,2,12,0,1,2008,16750,0,1
14639,30,0,1,1,3,12,0,1,1880,11400,0,1
14650,30,0,1,1,2,12,0,1,1968,13200,0,0
14661,60,1,2,1,1,0,1,1,3425,8097,9000,0
14663,38,0,0,2,0,16,0,1,2580,31500,0,0
14672,73,0,1,3,1,12,0,6,,2300,3660,0
14673,39,1,1,1,3,14,0,1,2400,18300,0,1
14681,36,0,1,1,3,13,0,1,1000,3300,0,0
14686,47,1,1,1,2,12,0,1,2448,28000,0,0
14698,47,1,2,1,1,13,0,1,2385,10000,0,0
14699,45,0,2,1,1,14,0,1,1880,20000,0,0
14711,49,1,5,1,4,10,0,1,3148,17168,0,0
14737,58,0,2,4,1,16,0,1,2760,46277,0,0
14744,46,1,1,1,3,12,0,1,1984,22048,0,1
14790,78,0,1,3,1,13,0,4,1050,19000,8020,0
14793,46,1,3,1,3,12,0,1,2930,35000,0,0
14794,42,0,2,1,3,13,0,1,352,6800,0,0
14815,45,1,2,1,2,15,0,1,1880,40600,0,0
14828,76,1,1,3,1,8,0,4,,3875,13500,0
14830,47,1,1,1,5,10,0,1,1950,28500,0,0
14863,45,1,2,1,2,16,0,3,1560,40000,0,0
14886,48,1,1,1,3,16,0,1,3898,90400,0,0
14887,49,0,1,1,3,16,0,1,1984,43000,0,0
14897,72,1,1,1,4,16,0,4,,29786,25287,0
14899,38,1,0,2,0,0,1,1,2190,74250,0,1
14900,36,0,1,4,1,16,0,1,1528,25000,0,1
14901,33,0,1,1,0,12,0,1,1912,24932,0,0
14914,47,0,1,4,3,12,0,1,1928,26000,0,0
14939,71,1,1,1,3,13,0,4,,39500,40500,0
14943,39,0,1,1,0,0,1,6,,52500,0,1
14948,46,1,1,1,1,0,1,1,2020,64000,0,0
14957,46,1,1,1,3,12,0,1,2475,46350,0,0
14963,53,1,1,1,3,0,1,1,3143,77000,0,0
14983,43,1,1,1,2,13,0,1,2634,21500,0,0
14994,79,0,1,3,2,16,0,4,1758,3050,6392,0
14995,37,0,1,1,0,16,0,1,1530,36000,1664,1
14999,70,1,2,1,10,0,1,4,,2500,13500,0
15001,41,1,1,1,1,16,0,1,2827,119900,0,0
15003,39,1,1,1,2,0,1,1,2892,86500,0,0
15004,37,0,1,1,0,16,0,1,2195,21050,3950,0
15005,35,1,1,4,2,14,0,1,2608,46100,0,0
15007,31,1,1,1,3,0,1,1,2784,150255,0,0
15008,29,0,2,1,3,16,0,1,1344,26640,0,0
15028,39,0,1,1,2,16,0,1,2410,46500,0,0
15029,43,0,1,1,1,0,1,1,2286,66000,0,0
15047,74,1,1,3,3,16,0,4,473,4117,10838,0
15049,35,1,3,1,2,12,0,1,2550,23750,0,1
15060,66,0,1,3,2,12,0,4,,1500,20328,0
15061,38,0,1,1,2,16,0,1,1680,40000,0,1
15068,38,1,1,1,2,0,1,1,3185,63000,0,0
15090,46,1,1,1,1,13,0,1,1940,47000,0,0
15091,42,0,1,1,1,12,0,1,2112,42900,0,0
15097,48,1,2,1,0,16,0,1,1560,28700,0,0
15099,51,0,2,1,4,13,0,1,1880,17000,0,0
15107,61,1,2,1,3,10,0,1,2204,27500,15,0
15109,38,0,2,4,1,16,0,1,1976,51850,0,1
15139,51,0,1,1,0,14,0,1,1957,43800,0,1
15142,64,1,1,1,0,11,0,4,,2035,6655,0
15149,57,0,2,1,2,14,0,3,1443,15650,0,0
15150,35,0,0,2,0,0,1,1,825,9894,0,1
15163,53,0,1,4,4,15,0,1,3212,34100,6196,0
15166,28,1,1,1,3,13,0,1,2040,65000,2000,1
15182,60,1,2,1,4,12,0,4,,2000,40000,0
15185,36,1,2,1,5,12,0,1,2250,36000,10000,0
15187,31,0,1,1,0,15,0,1,2390,50000,0,0
15199,40,1,1,1,1,14,0,1,2400,65300,0,0
15201,35,1,1,1,3,12,0,1,2205,45000,0,0
15215,55,1,1,1,5,0,1,1,3500,9500,24000,0
15216,54,0,1,3,5,14,0,1,2024,32000,0,0
15218,30,0,2,4,2,13,0,1,2805,56860,0,1
15219,29,0,1,1,3,14,0,1,1680,25800,0,1
15252,65,1,0,2,0,16,0,4,1832,19000,2500,0
15257,90,0,1,3,3,12,0,4,,20000,2376,0
15264,51,1,1,1,4,12,0,1,1204,-35000,0,0
15266,30,0,1,1,2,14,0,6,441,5000,0,1
15279,83,0,1,3,2,0,1,4,,20000,10000,0
15280,57,1,1,1,2,0,1,1,1898,74000,0,0
15281,53,0,1,1,2,0,1,1,1210,48700,0,0
15289,41,1,2,1,2,8,0,1,2528,10400,0,0
15333,57,1,1,1,1,16,0,1,3550,177000,0,0
15345,70,0,7,1,3,12,0,1,105,4100,14284,0
15352,41,0,1,3,3,16,0,1,1592,24000,0,0
15361,42,1,1,1,3,0,1,1,3000,44000,0,0
15374,71,1,1,3,2,12,0,4,,4000,15000,0
15386,42,1,1,1,2,16,0,1,1361,17894,0,1
15392,41,0,1,1,2,12,0,1,1812,18131,0,0
15393,36,1,1,1,1,12,0,1,2952,20000,0,0
15399,61,0,2,3,1,12,0,4,240,9600,0,0
15400,38,1,1,1,4,12,0,1,2150,25926,0,1
15415,63,1,2,1,2,16,0,4,256,9950,9680,0
15435,33,1,1,1,0,12,0,1,2040,17980,0,0
15437,32,0,1,4,1,12,0,1,2000,13000,0,1
15462,62,1,1,1,4,12,0,4,344,2150,18500,0
15521,56,1,3,1,7,12,0,1,2944,58750,0,0
15523,31,1,1,1,2,11,0,1,1500,10000,0,1
15593,48,1,3,1,3,12,0,1,2500,26600,3000,1
15594,40,1,1,4,1,16,0,1,3332,20000,0,1
15611,41,0,1,1,5,16,0,1,1976,21000,0,1
15613,44,1,1,1,2,15,0,1,2508,25880,0,1
15614,35,1,1,1,2,14,0,1,2124,47137,0,1
15615,34,0,1,1,3,0,1,1,1570,31000,0,1
15642,47,1,1,1,5,0,1,1,2058,34000,0,0
15644,35,1,1,1,3,16,0,1,2178,46800,0,0
15645,35,0,1,1,2,16,0,1,259,2792,0,0
15668,62,1,2,1,4,12,0,4,1920,18100,2022,0
15681,79,1,1,3,2,13,0,4,,6000,11000,0
15711,80,1,1,3,0,12,0,4,,3000,13260,0
15714,68,1,1,1,2,15,0,4,,2800,11300,0
15716,37,0,1,1,1,16,0,1,979,8800,0,1
15732,60,1,1,1,2,16,0,4,2002,43350,0,0
15741,61,1,1,1,5,16,0,1,2162,75000,0,0
15743,37,1,1,1,3,16,0,1,2097,43900,15,1
15744,36,1,1,1,2,12,0,1,2390,42800,0,1
15772,58,1,1,1,2,15,0,1,1312,24000,16000,0
15773,56,0,1,3,2,12,0,1,1880,25000,0,0
15782,61,1,1,1,3,16,0,4,,10800,0,0
15784,35,1,1,1,2,16,0,1,2450,84000,0,1
15798,67,0,1,1,1,12,0,4,,2500,7460,0
15808,42,1,1,1,2,16,0,1,2371,85300,0,0
15825,51,1,2,1,2,12,0,1,2660,38008,0,0
15842,52,1,1,1,1,14,0,1,1546,40600,0,0
15847,60,1,1,1,4,6,0,1,1901,17625,12000,0
15848,57,0,1,1,4,12,0,1,1800,13620,0,0
15863,37,1,1,1,1,15,0,1,2295,15000,0,0
15876,61,1,1,1,2,14,0,1,1784,30632,0,0
15878,28,1,3,1,1,14,0,1,2205,29300,0,1
15887,58,0,1,1,7,13,0,1,1920,16500,0,0
15889,38,1,1,1,4,12,0,1,2362,38000,200,1
15890,35,0,1,4,2,15,0,1,1984,15000,0,1
15892,29,0,1,1,3,12,0,1,2000,16640,0,1
15919,37,1,1,1,2,14,0,1,2548,40000,0,0
15957,46,0,1,1,0,0,1,1,1981,34800,0,0
15958,44,1,1,1,0,0,1,1,2957,72000,0,0
15959,45,1,2,1,2,12,0,1,2630,33200,0,0
15960,44,0,1,1,1,12,0,1,1880,19000,0,0
15973,69,0,1,3,3,0,1,4,,2783,18936,0
15974,38,1,2,1,3,12,0,1,2124,30500,2176,1
15975,34,0,1,1,2,14,0,1,1770,18224,0,1
15976,41,1,2,1,3,16,0,1,5460,40080,6000,1
15997,77,1,1,1,0,16,0,4,,16000,47000,0
15999,85,1,2,1,1,0,1,3,,24000,26600,0
16002,46,0,1,4,2,15,0,1,1853,26000,100,0
16013,53,1,1,1,3,12,0,1,2224,48000,0,0
